1.0,1.0,1.0,1.0,0.90835114,0.80118255,0.58434329,1.0,0.97415251,0.0,0.29858742,0.81760339,0.91241738,1.0,1.0,0.89671366,0.23022817,0.45986672,0.15400817,1.0,0.64800393,0.6275033,1.0,0.24938989,0.24861222,0.65970626,0.0,1.0,
0.26214452,1.0,1.0,0.59361597,0.3812231,0.62141644,0.93805274,1.0,0.0,0.0,0.56048784,1.0,1.0,1.0,0.65465471,1.0,0.066202655,0.29577976,0.62584144,1.0,1.0,0.0,0.94402206,1.0,0.26138516,0.66292187,0.0,0.7463318,
1.0,0.0,0.85412629,0.0,0.26330823,0.57656275,0.85005774,1.0,0.0,0.0,0.88887656,1.0,0.20163693,0.75355939,0.51937218,0.4303242,0.013171805,0.2554962,0.47370249,0.66590969,1.0,0.94148879,0.93439355,0.148159,1.0,0.0,0.96441001,0.50373111,
1.0,0.70745687,0.78369895,1.0,1.0,1.0,0.44603864,0.25940833,0.0,0.36747218,0.54462489,0.82097196,1.0,0.67636474,0.74897278,0.46234996,0.0,0.0,1.0,1.0,0.0,0.80727692,0.73565943,0.96619977,0.45864708,1.0,0.0,0.82682401,
0.23377042,0.0,0.46319162,0.13015613,0.79805113,0.82134695,0.84807803,0.0,0.12518742,0.32580787,1.0,1.0,0.62879935,0.83115828,0.68569931,0.7714546,0.11877972,0.84277305,0.0,0.26451582,0.76464274,0.73424019,1.0,0.59791863,0.92429276,0.20282885,0.34560963,0.0,
0.0,1.0,1.0,0.87644739,0.4811287,0.91822281,0.56645968,0.0,0.0,0.069673998,0.9500389,0.60272624,0.71041196,1.0,0.44160128,0.77303668,0.21313614,0.0,0.64276898,0.46537409,0.95192259,0.98201849,0.64658042,1.0,0.14192027,0.0,0.2596778,0.0,
0.0,0.15393958,0.45769621,0.75754501,1.0,1.0,1.0,0.46729197,0.36563816,0.0,0.0,0.0,0.11529676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48818878,0.0,1.0,0.46887059,0.39138499,0.0,0.33486791,
0.18728991,0.44178981,1.0,1.0,0.20941244,0.10494663,0.5796164,0.99667941,0.72782548,0.82733167,1.0,0.41542044,0.37651887,0.75877666,0.64136785,0.12422426,0.0,0.0,0.62397303,0.10000718,0.28567088,1.0,0.99795589,0.084623377,1.0,0.0,0.92120667,0.0,
0.0,0.87034887,1.0,1.0,0.47595449,1.0,0.91230114,0.91912333,0.44946636,0.0,0.68277882,1.0,1.0,1.0,0.0,1.0,0.1,0.0,1.0,1.0,1.0,0.0,1.0,0.88820953,1.0,0.0,1.0,0.26153577,
0.0,1.0,0.15085372,0.006312363,1.0,0.0,1.0,0.96679996,0.33876636,0.66842852,0.051141789,1.0,0.71375598,0.78863774,0.67779541,0.0,0.0,0.1,0.80651601,0.0019066947,0.0,0.71826958,0.95557271,1.0,0.092836891,0.4213523,0.64035803,0.0,
0.0,1.0,0.73822046,0.0,0.88499393,0.81726543,0.71479488,0.53103624,1.0,0.78974144,0.039687715,1.0,0.19355331,0.70102747,1.0,0.81948006,0.0,0.0,0.16656916,0.78528251,0.99106369,1.0,0.0,1.0,1.0,0.0,0.0,1.0,
0.81892938,1.0,1.0,0.66375975,0.96964874,0.23605355,0.0,1.0,0.71431909,0.39522777,1.0,1.0,1.0,0.64536834,0.81855198,0.66924685,0.1,0.1,1.0,0.3066955,0.0,1.0,0.60839236,0.42709306,0.3446603,0.47350608,0.263778,1.0,
0.0,0.50559968,0.0,0.0,1.0,0.83744467,0.63274507,0.77938819,1.0,0.86270658,0.0,0.00064569696,1.0,0.19505007,0.94092705,1.0,0.1,0.085165565,0.25662724,0.22748631,1.0,0.0,0.25889954,0.59291405,1.0,0.0,0.13159834,0.0,
0.70736835,0.85402255,1.0,0.52441141,0.23162958,0.33737193,0.89921903,0.62336847,0.040302184,0.47374966,1.0,0.89792621,1.0,0.97254905,0.0,0.30659376,0.1,0.34402915,0.035336553,0.50538806,0.0066535203,1.0,0.26191721,0.0,0.71859754,1.0,0.89808091,0.0,
0.0,1.0,1.0,0.76537554,0.42738777,0.0,0.54641882,0.77872169,0.47355901,0.2581693,0.20963061,0.6912786,0.50815608,0.79293414,1.0,1.0,0.1,0.026322837,0.0,0.0,0.94500853,0.0,1.0,1.0,0.0075437728,1.0,0.0,0.29035499,
0.0,0.63185408,1.0,0.0,0.0,1.0,0.84996995,0.52329564,0.9386742,0.38127545,0.02327564,1.0,0.62760331,0.94420721,0.084795173,0.0,1.0,1.0,0.56188489,0.52785701,0.0,0.74267807,1.0,0.0,0.0,0.0,1.0,0.74486522,
0.0,0.0,0.71851336,1.0,0.57208124,0.92937964,0.0,0.0,0.59841432,1.0,0.0,0.63392523,1.0,0.56568562,1.0,0.0,0.09331464,0.0,0.19719055,0.45227392,0.58547763,0.34101384,0.0,1.0,0.0,0.10084956,0.0,1.0,
0.0,1.0,0.96346064,0.84119633,0.98335874,0.0,0.061467569,0.0,0.51653631,0.97352436,0.32716374,0.83106158,1.0,0.0,0.34089135,1.0,0.36898018,1.0,0.83391707,0.0,0.0,1.0,0.13643242,0.13713111,1.0,0.59353388,1.0,1.0,
